"TIENDA_ID","PLAZA_CVE","NIVELSOCIOECONOMICO_DES","ENTORNO_DES","MTS2VENTAS_NUM","PUERTASREFRIG_NUM","CAJONESESTACIONAMIENTO_NUM","LATITUD_NUM","LONGITUD_NUM","SEGMENTO_MAESTRO_DESC","LID_UBICACION_TIENDA","DATASET","direccion","codigo_postal","estado"
1018,2,"C","Hogar",112,12,10,26.08398,-98.30804,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Guadalupe Mainero, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1019,2,"C","Hogar",122.8,0,11,26.03387,-98.39449,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Hacienda las Bugambilias, Reynosa, Tamaulipas, 88733, México","88733","Tamaulipas"
1021,2,"C","Hogar",0,0,0,25.98395,-98.19187,"Hogar Reunión","UT_DENSIDAD","TRAIN","Granja Reyna, Reynosa, Tamaulipas, 88780, México","88780","Tamaulipas"
1022,2,"C","Hogar",112,0,10,26.07911,-98.32554,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Octava, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
964,2,"C","Base",96,10,10,26.00345,-98.24709,"Barrio Competido","UT_GAS_URBANA","TRAIN","Boulevard Villas de Esmeralda, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1024,2,"B","Hogar",121.61,0,9,25.99884,-98.23915,"Hogar Reunión","UT_DENSIDAD","TRAIN","BrechaF-99, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1025,2,"B","Hogar",112,0,10,26.04769,-98.40773,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Argentina, Fracc. Loma Real, Reynosa, Tamaulipas, 88715, México","88715","Tamaulipas"
1026,2,"C","Hogar",115.1,0,10,26.03266,-98.35633,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Loma Escondida, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1027,2,"C","Hogar",112.25,0,11,26.05567,-98.32805,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Sur Tres, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1028,2,"C","Hogar",117.5,0,15,26.06235,-98.37929,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle de las Jacarandas Sur, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1029,2,"C","Hogar",104.95,0,10,26.03387,-98.25722,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle 13 de Septiembre, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1031,2,"B","Hogar",111.93,0,10,26.40193,-99.03187,"Hogar Reunión","UT_DENSIDAD","TRAIN","Libramiento Eulogio Gómez García, Miguel Alemán, Tamaulipas, México",NA,"Tamaulipas"
1032,2,"C","Hogar",112,0,11,26.0948,-98.2772,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Juan Aldama, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1033,2,"C","Hogar",134.13,0,12,26.02971,-98.28762,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Las Torres, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
906,2,"CD","Hogar",80.4,8,5,26.08238,-98.32488,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Tulipán, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
895,2,"C","Hogar",127.87,10,10,26.07196,-98.3496,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Everest, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
896,2,"CD","Hogar",88.38,12,10,26.03921,-98.351,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Las Lomas, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
897,2,"C","Hogar",127,10,11,26.05115,-98.34874,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Gardenia, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
898,2,"C","Hogar",94,8,7,26.05933,-98.30631,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Las Torres, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
899,2,"BC","Receso",98.95,12,12,26.07745,-98.28304,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Calle Tamaulipas, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
901,2,"C","Hogar",96.74,10,10,26.05283,-98.29934,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Avenida Rodolfo Garza Cantú, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
902,2,"CD","Hogar",105,10,8,26.06042,-98.31307,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Sierra Leona, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
903,2,"C","Receso",96.4,9,10,26.06081,-98.29796,"Parada Técnica","UT_DENSIDAD","TRAIN","Avenida Rodolfo Garza Cantú, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
904,2,"C","Hogar",102.4,9,7,26.18754,-98.46751,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Pemex, Carretera Nuevo Laredo- Reynosa, La Cuchilla (Los Miranda), Valadeces, Reynosa, Tamaulipas, México",NA,"Tamaulipas"
905,2,"CD","Hogar",96.4,10,7,26.02988,-98.23728,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle 20 de Noviembre, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
894,2,"C","Hogar",95.08,10,6,26.06298,-98.33505,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Bella Vista, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
907,2,"C","Hogar",104.2,10,10,26.05555,-98.34134,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Campeche, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
908,2,"CD","Hogar",105.1,10,13,26.04733,-98.29975,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Tercera, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
909,2,"C","Hogar",95,7,6,26.05964,-98.30874,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Cerro Azul, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
911,2,"CD","Hogar",123.4,10,5,26.01801,-98.24324,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Ágatha, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
912,2,"C","Hogar",108,10,8,26.0085,-98.24256,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Punta Diamante, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
913,2,"C","Hogar",98.36,10,10,26.05574,-98.28835,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Primaveras, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
914,2,"B","Receso",112.3,10,10,26.04321,-97.95335,"Parada Técnica","UT_GAS_URBANA","TRAIN","Avenida Licenciado Benito Juárez, Nuevo Progreso, Río Bravo, Tamaulipas, México",NA,"Tamaulipas"
915,2,"C","Hogar",105.74,10,10,26.07616,-98.28808,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Calle Culiacán, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
916,2,"C","Receso",92,10,6,26.05247,-97.95191,"Parada Técnica","UT_DENSIDAD","TRAIN","Avenida Licenciado Benito Juárez, Nuevo Progreso, Río Bravo, Tamaulipas, México",NA,"Tamaulipas"
917,2,"C","Hogar",214.2,10,14,26.06344,-98.37474,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle de los Robles, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
883,2,"C","Receso",103.3,10,8,26.0646,-98.2845,"Clásico","UT_GAS_URBANA","TRAIN","Oxxo, Boulevard General Álvaro Obregón, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
865,2,"C","Hogar",0,0,0,26.00448,-98.25235,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Villas de Esmeralda, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
866,2,"C","Receso",0,0,0,26.03853,-98.30021,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Avenida Rodolfo Garza Cantú, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
875,2,"BC","Receso",107.7,10,12,26.0857,-98.29232,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Boulevard Miguel Hidalgo y Costilla, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
876,2,"BC","Hogar",126,10,10,26.08091,-98.27484,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle Havre, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
877,2,"CD","Receso",191.2,10,10,26.03791,-98.36191,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Las Lomas, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
2,2,"C","Hogar",0,0,0,26.04198,-98.3562,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Loma Dorada, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
879,2,"C","Receso",110,10,10,26.09214,-98.2756,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Calle José María Morelos, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
881,2,"B","Hogar",130,10,10,26.07699,-98.277,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Boulevard General Lázaro Cárdenas, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
882,2,"B","Receso",110,10,10,26.0883,-98.27013,"Clásico","UT_DENSIDAD","TRAIN","Calle Licenciado Emilio Portes Gil, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
918,2,"C","Hogar",111.75,10,10,26.07442,-98.30989,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Padre Soler, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
884,2,"C","Base",122.54,8,12,26.0896,-98.27616,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Calle General Servando Canales, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
885,2,"B","Receso",110.15,10,9,25.98226,-98.09069,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Calle Las Palmas, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
886,2,"BC","Base",94.3,10,9,26.06934,-98.29477,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle Rosalinda Guerrero, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
887,2,"C","Receso",188.99,0,11,26.05794,-98.29427,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Oxxo, Calle General Álvaro Obregón, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
888,2,"C","Hogar",121,10,14,26.06334,-98.28745,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Boulevard Alvaro Obregon, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
889,2,"BC","Hogar",133,10,14,26.07191,-98.27563,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Poza Rica, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
891,2,"C","Hogar",113.17,12,6,25.97946,-98.06868,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Gasolinera 01, Avenida Francisco I. Madero, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
892,2,"C","Hogar",110,10,10,26.0774,-98.29348,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Insurgentes, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
893,2,"BC","Hogar",124.68,10,11,26.08725,-98.30295,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Manuel Barragán, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
953,2,"C","Hogar",98,10,10,26.08276,-98.28998,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Río Frío, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
942,2,"C","Receso",130,12,9,25.9883,-98.11208,"Parada Técnica","UT_GAS_URBANA","TRAIN","Oxxo, Avenida Francisco I. Madero, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
943,2,"C","Hogar",115,12,10,26.05403,-98.38253,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle del Valle, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
944,2,"C","Hogar",120,10,10,25.99662,-98.06202,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle República Mexicana, Río Bravo, Tamaulipas, 88920, México","88920","Tamaulipas"
945,2,"C","Hogar",130,12,14,25.98966,-98.08214,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Coahuila, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
946,2,"C","Hogar",146,10,12,26.03574,-98.39134,"Hogar Reunión","UT_DENSIDAD","TRAIN","Circuito Hacienda del Pinto, Reynosa, Tamaulipas, 88730, México","88730","Tamaulipas"
947,2,"C","Hogar",112,10,11,26.0662,-98.267,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Espuelas del Ferrocarril, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
948,2,"C","Hogar",117,11,11,26.05154,-98.41472,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Paseo de los Fresnos, Fracc. Loma Real, Reynosa, Tamaulipas, 88715, México","88715","Tamaulipas"
949,2,"C","Receso",107,10,10,26.06029,-98.24792,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
951,2,"C","Receso",130,12,6,26.08338,-98.30352,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Avenida Doctor José Zertuche Ibarra, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
952,2,"C","Receso",130,10,10,26.04772,-98.30035,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Pemex, Avenida Rodolfo Garza Cantú, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
941,2,"C","Hogar",122,11,10,26.00379,-98.25312,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Everest, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
954,2,"C","Hogar",116.25,0,10,26.06715,-98.32452,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Oriente Dos, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
955,2,"C","Hogar",117,11,12,26.00686,-98.06271,"Barrio Competido","UT_DENSIDAD","TRAIN","Calle Océano Atlántico, Río Bravo, Tamaulipas, 88923, México","88923","Tamaulipas"
956,2,"C","Receso",121,10,10,25.98349,-98.08468,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Vicente Guerrero, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
957,2,"C","Hogar",145,10,13,26.03575,-98.3799,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Revolución, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
958,2,"CD","Receso",125,10,12,25.99809,-98.08917,"Parada Técnica","UT_DENSIDAD","TRAIN","Oxxo, Calle Almendro, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
959,2,"B","Receso",118,11,11,26.06102,-98.29517,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle 5 de febrero, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
961,2,"C","Receso",109,11,10,26.23095,-98.66727,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Carretera Nuevo Laredo- Reynosa, La Cuchilla (Los Miranda), Valadeces, Gustavo Díaz Ordaz, Tamaulipas, México",NA,"Tamaulipas"
962,2,"C","Hogar",136,10,12,26.02219,-98.27036,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Enrique Canseco, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
963,2,"C","Receso",132,11,12,26.06109,-98.35409,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Israel, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
919,2,"BC","Hogar",100,10,10,26.05088,-98.32233,"Hogar Reunión","UT_DENSIDAD","TRAIN","Blvrd las fuentes, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
921,2,"C","Receso",132,10,12,26.00836,-98.20679,"Parada Técnica","UT_GAS_URBANA","TRAIN","Oxxo, Autopista Matamoros-Reynosa, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
922,2,"C","Hogar",143.18,13,12,26.0662,-98.34108,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Avenida San José, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
923,2,"C","Receso",96.36,12,10,26.08281,-98.28388,"Oficinistas","UT_DENSIDAD","TRAIN","Calle Michoacán, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
924,2,"C","Hogar",105.26,12,10,26.06088,-98.28161,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Manuel María Ponce, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
925,2,"A","Hogar",77.05,10,8,26.05698,-98.31215,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Independencia, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
926,2,"C","Receso",117.23,10,10,26.0284,-98.43882,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Oxxo, Autopista Reynosa-Monterrey, El Álamo, Reynosa, Tamaulipas, 88733, México","88733","Tamaulipas"
927,2,"C","Receso",135.13,12,12,25.92283,-98.26913,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Oxxo, Carretera Reynosa-San Fernando, Reynosa, Tamaulipas, México",NA,"Tamaulipas"
928,2,"BC","Receso",112,12,4,26.39945,-99.02597,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Calle Séptima, Miguel Alemán, Tamaulipas, México",NA,"Tamaulipas"
929,2,"C","Hogar",83.07,10,10,25.99169,-98.07486,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Naranjo, Río Bravo, Tamaulipas, 88920, México","88920","Tamaulipas"
931,2,"C","Hogar",114,14,12,26.04801,-98.37562,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Irlanda, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
932,2,"C","Receso",161.93,14,15,26.38915,-99.0183,"Clásico","UT_CARRETERA_GAS","TRAIN","Pemex, Calle Manuel Cavazos Lerma, Miguel Alemán, Tamaulipas, México",NA,"Tamaulipas"
933,2,"C","Hogar",124,11,10,26.06831,-98.305,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle San Carlos, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
934,2,"C","Hogar",89.4,10,10,26.05878,-98.29961,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Heriberto Deándar Amador, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
935,2,"C","Hogar",152,13,12,25.99116,-98.09066,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Yucatán, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
936,2,"C","Receso",110,12,10,26.08377,-98.30029,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle Fresno, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
937,2,"C","Base",75,6,3,26.23352,-98.59779,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Gustavo Díaz Ordaz, Tamaulipas, México",NA,"Tamaulipas"
938,2,"C","Base",132,12,10,26.39773,-99.03788,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Oxxo, Calle Puerto Chetumal, Miguel Alemán, Tamaulipas, México",NA,"Tamaulipas"
939,2,"C","Receso",131.5,12,12,26.02647,-98.44417,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Banorte, Autopista Reynosa-Monterrey, El Álamo, Reynosa, Tamaulipas, 88733, México","88733","Tamaulipas"
1,2,"C","Hogar",0,0,0,26.00177,-98.24284,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Villas de Esmeralda, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
19,2,"C","Hogar",0,0,0,25.9944,-98.11901,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Brecha 108, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
18,2,"C","Hogar",0,0,0,26.05197,-98.28736,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Adolfo López Mateos, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
17,2,"C","Base",0,0,0,26.05687,-98.36383,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","BH Business, Calle Los Encinos, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
16,2,"C","Hogar",0,0,0,26.02393,-98.34394,"Hogar Reunión","UT_DENSIDAD","TRAIN","Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
15,2,"C","Receso",0,0,0,26.04645,-98.32298,"Hogar Reunión","UT_CARRETERA_GAS","TRAIN","Calle Libramiento Monterrey, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
14,2,"C","Receso",0,0,0,26.21178,-98.5901,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Pemex, Carretera Nuevo Laredo- Reynosa, La Cuchilla (Los Miranda), Valadeces, Gustavo Díaz Ordaz, Tamaulipas, México",NA,"Tamaulipas"
13,2,"C","Base",0,0,0,25.98686,-98.09433,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Oxxo, Avenida Francisco I. Madero, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
12,2,"C","Hogar",0,0,0,25.99668,-98.26116,"Hogar Reunión","UT_DENSIDAD","TRAIN","Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
11,2,"C","Hogar",0,0,0,26.00828,-98.40705,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Flor de Pensamiento, Itavu, Reynosa, Tamaulipas, 88733, México","88733","Tamaulipas"
8,2,"C","Base",0,0,0,26.04768,-98.2894,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
3,2,"C","Hogar",0,0,0,26.02464,-98.26098,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Carlos Salinas de Gortari, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
4,2,"A","Hogar",0,0,0,26.04326,-98.23851,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Guanajuato, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
5,2,"C","Hogar",0,0,0,26.06397,-98.26165,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Lucía, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
7,2,"C","Hogar",0,0,0,26.08957,-98.33238,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Washington, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
9,2,"C","Hogar",0,0,0,26.01405,-98.39384,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Vía México, Nuevo México, Reynosa, Tamaulipas, 88733, México","88733","Tamaulipas"
6,2,"C","Hogar",0,0,0,26.02745,-98.35609,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Victoria, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
236,3,"B","Hogar",130,12,0,25.60325,-100.25761,"Hogar Reunión","UT_DENSIDAD","TRAIN","Pedregal de La Laguna, Pedregal La Silla, Monterrey, Nuevo León, 64978, México","64978","Nuevo León"
345,3,"A","Hogar",97.5,10,7,25.64527,-100.37938,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Avenida Alfonso Reyes, Lomas del Valle, San Pedro Garza García, Nuevo León, 66220, México","66220","Nuevo León"
204,3,"AB","Base",122.4,12,0,25.65211,-100.37786,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Avenida José Vasconcelos, San Pedro Garza García, Nuevo León, 66220, México","66220","Nuevo León"
214,3,"BC","Receso",127.36,11,0,25.66708,-100.2804,"Oficinistas","UT_GAS_URBANA","TRAIN","Oxxo, 12, Buenos Aires, Monterrey, Nuevo León, 64800, México","64800","Nuevo León"
846,3,"B","Hogar",85.22,10,0,25.65985,-100.34713,"Oficinistas","UT_DENSIDAD","TRAIN","Río Amacuzac, Del Valle, San Pedro Garza García, Nuevo León, 66267, México","66267","Nuevo León"
841,3,"B","Hogar",0,0,0,25.58732,-100.27536,"Hogar Reunión","UT_DENSIDAD","TRAIN","Camino Al Diente, Aurea, Monterrey, Nuevo León, 64978, México","64978","Nuevo León"
221,3,"AB","Receso",168.4,12,0,25.65854,-100.35639,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","488, Calle Río Guadalquivir, Del Valle, San Pedro Garza García, Nuevo León, 66266, México","66266","Nuevo León"
222,3,"AB","Receso",112,9,0,25.6544,-100.29456,"Oficinistas","UT_DENSIDAD","TRAIN","Roma, Monterrey, Nuevo León, 64700, México","64700","Nuevo León"
827,3,"B","Base",0,0,0,25.52392,-100.20669,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","MEX 85, Monterrey, Nuevo León, 64102, México","64102","Nuevo León"
234,3,"A","Receso",111.14,12,0,25.65389,-100.34217,"Parada Técnica","UT_DENSIDAD","TRAIN","415, Calle Montes Rocallosos, Residencial San Agustin, San Pedro Garza García, Nuevo León, 66260, México","66260","Nuevo León"
246,3,"B","Base",100.57,14,0,25.64233,-100.27841,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","269, Avenida Alfonso Reyes, Contry Tesoro, Monterrey, Nuevo León, 64859, México","64859","Nuevo León"
167,3,"BC","Hogar",0,8,0,25.64782,-100.27427,"Clásico","UT_GAS_URBANA","TRAIN","Bahía de Las Islas, Bahía de la Primavera, Monterrey, Nuevo León, 64830, México","64830","Nuevo León"
237,3,"B","Hogar",127.64,12,0,25.64791,-100.29759,"Clásico","UT_DENSIDAD","TRAIN","María Curie, Roma, Monterrey, Nuevo León, 64700, México","64700","Nuevo León"
804,3,"B","Hogar",0,0,0,25.54712,-100.23021,"Hogar Reunión","UT_DENSIDAD","TRAIN","Del Acueducto, Carolco, Monterrey, Nuevo León, 64985, México","64985","Nuevo León"
243,3,"AB","Receso",149.7,11,0,25.63751,-100.31216,"Parada Técnica","UT_GAS_URBANA","TRAIN","Oxxo, Avenida Adolfo Laubner, Valle Oriente, Monterrey, Nuevo León, 64750, México","64750","Nuevo León"
242,3,"BC","Receso",0,8,0,25.65538,-100.29421,"Oficinistas","UT_GAS_URBANA","TRAIN","Oxxo, Calle Pirineos, Monterrey, Nuevo León, 64700, México","64700","Nuevo León"
241,3,"BC","Receso",97.31,10,0,25.67252,-100.35968,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","3008, Avenida Doctor Ignacio Morones Prieto, Del Carmen, Monterrey, Nuevo León, 64640, México","64640","Nuevo León"
178,3,"AB","Base",103.6,11,0,25.66035,-100.38279,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Oxxo, Avenida Humberto Lobo, San Pedro Garza García, Nuevo León, 66200, México","66200","Nuevo León"
