id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,indice_competencia_500m
9441438,19019462112001332000008202S9,OXXO SUC 507OU CHROMA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,RICARDO MARGÁIN ZOZAYA,AVENIDA,JOSÉ VASCONCELOS,PRIVADA,SANTA ENGRACIA MARGÁIN,AVENIDA,RICARDO MARGÁIN ZOZAYA,315.0,,,,,,COLONIA,SANTA ENGRACIA,,,,,19,Nuevo León,19,San Pedro Garza García,1,San Pedro Garza García                                                                                        ,0257,15,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.65266374,-100.3526869,2024-05,3
9459871,19012462112000562000008202S7,OXXO SUC 507PG PORTAL DE ALCALA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,BOULEVARD,ALCALÁ,CALLE,DE LOS EBANOS,OTRO(ESPECIFIQUE),ARROYO,CALLE,LOS ÉBANOS,310.0,,,,,,COLONIA,VILLA DE ALCALA 2DO SECTOR,,,,65580.0,19,Nuevo León,25,General Zuazua,293,Villas de Alcalá                                                                                              ,0555,2,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.91716426,-100.18419028,2024-05,5
6850696,19048462112001762000008202S6,OXXO SUC 507PJ SAN ANTONIO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,LUIS DONALDO COLOSIO MURRIETA,AVENIDA,SAN PEDRO,CALLE,SAN ANTONIO,CALLE,SAN JOSÉ,237.0,,,,,,COLONIA,SAN FRANCISCO,,,,,19,Nuevo León,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,1276,3,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.69504076,-100.46524679,2018-11,4
9427435,19044462112000702000008202S2,OXXO SUC 507PO ANCIRA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,PORFIFIO DIAZ,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,150.0,,,,,,PRIVADA,MARIA LUISA,,,,,19,Nuevo León,44,Sabinas Hidalgo,1,Ciudad Sabinas Hidalgo                                                                                        ,057A,4,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,26.5036574,-100.17977991,2024-05,4
9445072,19031462112002462000008202S8,OXXO SUC 507QM MONTEBELLO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,MONTE KRISTAL,CALLE,LAS TORRES,CALLE,GIRASOLES,CALLE,MONTE REAL,111.0,,,,,,COLONIA,MONTE CRISTAL,,,,,19,Nuevo León,31,Juárez,313,Arboledas de San Roque                                                                                        ,0406,19,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.61905111,-100.14564952,2024-05,0
9438312,19026462112004912000008202S0,OXXO SUC 507QT PUEBLA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,GENERAL LÁZARO CÁRDENAS,CALLE,PUEBLA,AVENIDA,GENERAL PLUTARCO ELÍAS CALLES,CALLE,IZTACALCO,602.0,,,,,,COLONIA,IGNACIO ZARAGOZA,,,,67163.0,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,0340,38,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.68326341,-100.23057928,2024-05,5
9436427,19004462112000442000008202S9,OXXO SUC 507R6 VENTURA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,VENTURA VALDÉZ,CALLE,REFUGIO GRACIA,CALLE,FERNANDO GRACIA,CALLE,NINGUNO,217.0,PONIENTE,,,,,COLONIA,PASO HONDO,,,,,19,Nuevo León,4,Allende,18,Paso Hondo                                                                                                    ,0038,13,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.28030318,-99.97068619,2024-05,0
6846824,19039462112009802000008202S1,OXXO SUC 507R9 EST. CUMBRES MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,PASEO DE LOS LEONES,CALLE,PASEO DE LOS DESCUBRIDORES,CALLE,DIEGO VELÁZQUEZ,CALLE,GENGIS KAN,2754.0,,,,,,COLONIA,CUMBRES 3 SECTOR,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,2684,2,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.71675373,-100.38370351,2018-03,1
9397103,19049462112000382000008202S2,OXXO SUC 507RB EL ALAMO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,CARRETERA NACIONAL,CALLE,MÉXICO,CALLE,MIGUEL HIDALGO,CALLE,BENITO JUÁREZ,104.0,A,,,,,COLONIA,SAN PEDRO EL ALAMO,,,,67328.0,19,Nuevo León,49,Santiago,1,Santiago                                                                                                      ,0190,8,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.37819396,-100.11176199,2024-05,1
6846896,19025462112000352000008202S5,OXXO SUC 507RS SAN ROBERTO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,SAN ROBERTO,CALLE,SAN ANTONIO,AVENIDA,SANTA ELENA,CALLE,SAN IGNACIO,305.0,,,,,,COLONIA,VALLE DE SANTA ELENA,,,,65776.0,19,Nuevo León,25,General Zuazua,3,Valle de Santa Elena                                                                                          ,0042,1,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.85632473,-100.14252324,2018-03,3
6852028,19039462112010312000008202S8,OXXO SUC 507RU GARZA SADA 1892,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,EUGENIO GARZA SADA,AVENIDA,ALFONSO REYES,CALLE,LOMA LARGA,CALLE,RÍO PÁNUCO,1892.0,,,,,,COLONIA,CONTRY,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,2186,15,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.64030162,-100.28561671,2018-11,4
9462296,19039462112011812000008202S6,OXXO SUC 507UI EMILIO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,ANDADOR,EMILIO CARRANZA,CALLE,MIGUEL HIDALGO Y COSTILLA,PEATONAL,JOSÉ MARÍA MORELOS Y PAVÓN,ANDADOR,MARIANO ESCOBEDO,923.0,,,,,,COLONIA,MONTERREY CENTRO,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,1741,1,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.66710626,-100.31314606,2024-05,24
9438288,19010462112000312000008202S1,OXXO SUC 507UQ PRIVADAS EL JARAL MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,FRANCISCO I MADERO,CALLE,RÓMULO GARZA,CALLE,DIEGO VILLARREAL,CALLE,FRANCISCO GONZÁLEZ,100.0,,,,,,COLONIA,PRIVADAS EL JARAL,,,,66580.0,19,Nuevo León,10,El Carmen,1,Carmen                                                                                                        ,0073,4,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.94347292,-100.36330623,2024-05,1
9401504,19046462112003592000008202S9,OXXO SUC 507WA CUPRUM MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,DIEGO DÍAZ DE BERLANGA,AVENIDA,AVENIDA DE LA JUVENTUD,CALLE,ANÁHUAC,CALLE,FUTURO NOGALAR,95.0,,,,,,COLONIA,INDUSTRIAL NOGALAR,,,,,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1661,2,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.71993426,-100.28127301,2024-05,6
6850773,19039462112010192000008202S4,OXXO SUC 507WL PLAZA SIMON BOLIVAR MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,RODRIGO GÓMEZ,AVENIDA,ADOLFO RUÍZ CORTINES,CALLE,GOLFO DE CALIFORNIA,AVENIDA,ALFONSO REYES,101.0,,,,1.0,,COLONIA,CENTRAL,CENTRO Y PLAZA COMERCIAL,SIMON BOLIVAR,1,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,0743,14,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.70556553,-100.3422421,2018-11,5
6850776,19048462112001772000008202S5,OXXO SUC 507YF LUCAS GARCIA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,NINGUNO,CALLE,HACIENDAS,CALLE,PUERTA NORESTE,CALLE,DESIERTO,591.0,,,,,,COLONIA,LA PUERTA DE LA HUASTECA,,,,,19,Nuevo León,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,0511,18,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.68093969,-100.49810224,2018-11,2
9392867,19026462112004922000008202S9,OXXO SUC 507ZZ 12 DE ABRIL MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,SANTA EUGENIA,CALLE,14 DE MAYO,CALLE,SAN JORGE,CALLE,SANTA CATALINA,5500.0,,,,,,COLONIA,RIVERAS DE LA PURISIMA,,,,,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,132A,8,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.69343019,-100.23740818,2024-05,0
9453158,19045462112000472000008202S9,OXXO SUC 50803 AMARANTO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,NUEZ,CALLE,SAN PEDRO,CALLE,ARANDANO,CALLE,NINGUNO,500.0,,,,,,COLONIA,SAN ISIDRO,,,,,19,Nuevo León,45,Salinas Victoria,1,Salinas Victoria                                                                                              ,0492,4,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.96558697,-100.30916913,2024-05,0
9401505,19046462112003602000008202S6,OXXO SUC 50809 LAS ALAMEDAS MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,GUSTAVO DIAZ ORDAZ,CALLE,BERTHA WESTRUP,CALLE,JOSEFA MADRIGAL,CALLE,ELISA GARZA,300.0,,,,,,COLONIA,LAS ALAMEDAS,,,,66410.0,19,Nuevo León,6,Apodaca,1,Ciudad Apodaca                                                                                                ,0723,48,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.76514164,-100.26675174,2024-05,4
9464624,19044462112000712000008202S1,OXXO SUC 50810 HOSPITAL SABINAS MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CARRETERA,NACIONAL MÉXICO LAREDO (CIUDAD DE LOS ANGELES),CARRETERA,CARRETERA A MONCLOVA,CALLE,VÍA DE MADRID,OTRO(ESPECIFIQUE),NINGUNO,590.0,,,,,,COLONIA,BELLAVISTA,,,,,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,0819,1,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.80339038,-100.2761309,2024-05,3
9397079,19018462112001892000008202S4,OXXO SUC 5082P DOMENA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,CIUDAD DE LOS ANGELES,CALLE,LERDO DE TEJADA,CALLE,GENERAL TREVIÑO,OTRO(ESPECIFIQUE),NINGUNO,3000.0,14,,,,,COLONIA,JURISDICCION DE GARCIA,,,,66036.0,19,Nuevo León,18,García,1,García                                                                                                        ,0264,4,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.80426475,-100.58718402,2024-05,2
6797101,19014462112000051000008202S7,OXXO SUC 5086H LA CURVA SLP,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,PADRE SEVERIANO MARTÍNEZ,CALLE,FRANCISCO I. MADERO,CALLE,PINO SUÁREZ,CALLE,BENITO JUÁREZ,5.0,,,,,,COLONIA,CENTRO DOCTOR ARROYO,,,,,19,Nuevo León,14,Doctor Arroyo,1,Doctor Arroyo                                                                                                 ,0532,35,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,23.67252808,-100.17453853,2017-11,0
6850766,19039462112010072000008202S8,OXXO SUC 5087T CAMINO AL MIRADOR MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,PASEO DE LA PRIMAVERA,CALLE,CAMINO AL MIRADOR,CALLE,JARDINES DE LUXEMBURGO,AVENIDA,PASEO DEL ACUEDUCTO,3252.0,,,,,,COLONIA,PASEO RESIDENCIAL,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,2472,48,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.62436206,-100.29981605,2018-11,3
9438313,19006462112005112000008202S8,OXXO SUC 5088K TERRANOVA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,AFGANISTÁN,CALLE,NINGUNO,CALLE,NINGUNO,CALLE,ORENSE,214.0,,,,,,COLONIA,TERRANOVA ELITE,,,,,19,Nuevo León,6,Apodaca,1,Ciudad Apodaca                                                                                                ,1327,31,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.77460909,-100.25891437,2024-05,4
9427465,19009462112000942000008202S7,OXXO SUC 5089I SAN BARTOLO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CARRETERA,CADEREYTA ALLENDE,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,0.0,SN,,,,,COLONIA,SAN BARTOLO,,,,,19,Nuevo León,9,Cadereyta Jiménez,634,Ninguno                                                                                                       ,0049,800,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.54153316,-100.00815807,2024-05,0
9465769,19021462112002622000008202S8,OXXO SUC 508AQ BUQUET MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,CAMINO DE LAS ÁGUILAS,CALLE,SAN MARCOS,RETORNO,DOLORES LOLITA AYALA NIETO,CALLE,CONSTANTINO DE TERNAVA,4327.0,,,,,,COLONIA,SAN MARCOS,,,,66064.0,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1893,11,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.80196405,-100.40608372,2024-05,0
9427467,19019462112001342000008202S8,OXXO SUC 508AU SAN PEDRO 400 MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,GENERAL EMILIANO ZAPATA,AVENIDA,DIVISIÓN DEL NORTE,CALLE,GENERAL FELIPE ÁNGELES,CALLE,GENERAL ÁLVARO OBREGÓN,102.0,A,,,,,COLONIA,UNIDAD REVOLUCION 3 Y 4,,,,,19,Nuevo León,19,San Pedro Garza García,1,San Pedro Garza García                                                                                        ,0327,13,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.68216701,-100.41141397,2024-05,1
9467247,19041462112000942000008202S0,OXXO SUC 508BM BARELLA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,SAN FRANCISCO,CALLE,BRUNA,CALLE,NINGUNO,CALLE,BARELLA,201.0,,,,,,COLONIA,VALLE DE SANTA MARIA,,,,66670.0,19,Nuevo León,41,Pesquería,456,Valle de Santa María                                                                                          ,0455,9,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.71108316,-100.09954319,2024-05,6
9401461,19041462112000972000008202S7,OXXO SUC 508CS PRIVADAS DEL ROBLE MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,AVENIDA DEL ROBLE,CALLE,MANDARINA,CALLE,MARACUYÁ,CALLE,GRANADA,120.0,,,,,,COLONIA,PRIVADAS DEL ROBLES,,,,66655.0,19,Nuevo León,41,Pesquería,337,Colinas del Aeropuerto                                                                                        ,0385,16,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.81880878,-100.09678376,2024-05,1
9397036,19049462112000422000008202S6,OXXO SUC 508GC LA PLAZUELA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,5 DE MAYO,CALLE,NINGUNO,PRIVADA,2 DE ABRIL,CALLE,COLIBRÍ,0.0,SN,,,,,COLONIA,SAN JOSE DEL NORTE,,,,,19,Nuevo León,49,Santiago,1,Santiago                                                                                                      ,0133,18,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.41951846,-100.1579706,2024-05,0
6851107,19020462112000212000008202S2,OXXO SUC 508GS BRAVO CII MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CARRETERA,MONTEREY- REYNOSA,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,0.0,SN,,,,,COLONIA,NINGUNO,,,,,19,Nuevo León,20,General Bravo,438,La Curva                                                                                                      ,0347,800,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.80888028,-99.16995278,2018-11,1
6852029,19031462112001812000008202S5,OXXO SUC 508GZ SIRACUSA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,SEVILLA,CALLE,CATALUÑA,AVENIDA,SAN REMO,OTRO(ESPECIFIQUE),MANZANA O EDIFICACIÓN CONTIGUA,0.0,SN,,,,,COLONIA,ANZURES,,,,67258.0,19,Nuevo León,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,1851,5,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.69429886,-100.10368491,2018-11,5
9467114,19046462112003472000008202S4,OXXO SUC 508IL 8VA CALLE MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,LAS TORRES,AVENIDA,FELIX GALVAN,CALLE,LAGO DEL SALADO,CALLE,LAGO SUPERIOR,100.0,,,,,,COLONIA,MIGUEL ALEMAN,,,,,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1106,69,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.7241804,-100.2226846,2024-05,5
9453135,19031462112002622000008202S7,OXXO SUC 508JB LOS AGAVES MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,LOS AGAVES,CALLE,NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,200.0,,,,,,COLONIA,LOS AGAVES,,,,67275.0,19,Nuevo León,31,Juárez,132,La Paz (Camino a la Paz)                                                                                      ,0213,1,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.63026388,-100.12253128,2024-05,2
6846822,19025462112000342000008202S6,OXXO SUC 508MD VALENCIA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,VALENCIA,CALLE,QUEVEDO,CALLE,VIATOR,CALLE,SANTA FE,100.0,,,,,,COLONIA,VALLE DE SANTA ELENA,,,,,19,Nuevo León,25,General Zuazua,3,Valle de Santa Elena                                                                                          ,0038,17,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.85752162,-100.14844182,2018-03,4
6847454,19026462112003812000008202S3,OXXO SUC 508N1 VILLA OLIMPICA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,MÉXICO,CALLE,LA VILLA,CALLE,VILLA OLÍMPICA,CALLE,ITALIA,5401.0,,,,,,COLONIA,VILLA OLIMPICA,,,,,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,0815,20,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.65104657,-100.20822518,2018-03,2
9442684,19031462112002632000008202S6,OXXO SUC 508P7 JESUS GARCIA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,JESÚS GARCÍA,CALLE,MIGUEL HIDALGO,CALLE,BENITO JUÁREZ,CALLE,GUADALUPE VICTORIA,247.0,,,,,,COLONIA,HEROE DE NACOZARI,,,,67288.0,19,Nuevo León,31,Juárez,45,Jardines de la Silla (Jardines)                                                                               ,0092,21,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.63518616,-100.18599681,2024-05,0
9405419,19048462112002202000008202S2,OXXO SUC 508QT VINEDOS SC MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CARRETERA,MONTERREY-GARCÍA,CALLE,HACIENDA SANTA MARÍA,AVENIDA,VIÑEDOS,CALLE,VIÑEDO PERUANO,1291.0,,,,,,COLONIA,LOS VIÑEDOS,,,,,19,Nuevo León,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,1473,7,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.70515118,-100.51689162,2024-05,2
9445925,19046462112003482000008202S3,OXXO SUC 508RX GARZA CANTU MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,J CANTU GARCIA,CALLE,5A AVENIDA,CALLE,4A AVENIDA,CALLE,PROFESOR A Z GARZA,333.0,,,,,,PRIVADA,GARZA CANTU,,,,66480.0,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1676,10,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.71481229,-100.29740338,2024-05,2
9401462,19026462112005062000008202S3,OXXO SUC 508TD SIERRA ORIENTAL MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,SIERRA MADRE ORIENTAL,CALLE,NINGUNO,CALLE,SIERRA DEL FRAILE,CALLE,CERRO DEL POTOSÍ,0.0,SN,,,,,COLONIA,CERRO DE LA SILLA,,,,67177.0,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,2648,14,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.66386895,-100.192682,2024-05,3
9463162,19021462112002632000008202S7,OXXO SUC 508UQ ESTACION CONCORDIA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,LA CONCORDIA,AVENIDA,LA PÉRGOLA,CALLE,NINGUNO,CALLE,NINGUNO,401.0,,,,,,COLONIA,PRIVADAS DE ANAHUAC SECTOR IRLANDES,,,,66059.0,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1821,19,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.78534079,-100.27936435,2024-05,1
9397037,19031462112002642000008202S5,OXXO SUC 508YH NARANJO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,LICENCIADO ARTURO B DE LA GARZA (AVENIDA DEL LAGO),CALLE,GENERAL SANTIAGO TAPIA,CALLE,GENERAL VICENTE GUERRERO,CALLE,GENERAL LÁZARO GARZA AYALA,303.0,C,,,,,COLONIA,BENITO JUAREZ CENTRO,,,,67250.0,19,Nuevo León,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,0139,22,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.64562804,-100.09586907,2024-05,3
6851301,19010462112000162000008202S0,OXXO SUC 5092F HACIENDA MAGDALENA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,MEZQUITAL,CALLE,HACIENDA DE LA MAGDALENA,CALLE,RÍO PESQUERÍA,CALLE,ARROYO HONDO,201.0,,,,,,COLONIA,EL JARAL 5TO SECTOR,,,,,19,Nuevo León,10,El Carmen,130,El Jaral                                                                                                      ,0285,23,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.85926393,-100.31541527,2018-11,6
6852030,19039462112010322000008202S7,OXXO SUC 5093W FORUM CUMBRES MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,ADOLFO RUÍZ CORTINES,CALLE,REAL CUMBRES,OTRO(ESPECIFIQUE),NINGUNO,CALLE,ORQUÍDEA,1505.0,,,,1.0,,COLONIA,REAL DE CUMBRES 1ER SECTOR,CENTRO Y PLAZA COMERCIAL,FORUM,1,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,5087,6,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.75714273,-100.40340209,2018-11,3
9401463,19031462112002652000008202S4,OXXO SUC 5094A GALEANA MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,DOCTOR GONZÁLEZ,CALLE,COLA DE CABALLO,AVENIDA,COLINAS DEL SOL,CALLE,DOCTOR ARROYO,702.0,,,,,,EJIDO,COLINAS DEL SOL 3ER SECTOR,,,,67257.0,19,Nuevo León,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,1654,16,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.66759961,-100.12950577,2024-05,5
6850767,19039462112010082000008202S7,OXXO SUC 5096F RIO TAJO MTY,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,ALFONSO REYES,CALLE,RÍO TAJO,ANDADOR,RÍO YUKÓN,CALLE,LAGO DE CHAPALA,1701.0,,,,,,COLONIA,BERNARDO REYES,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,0654,49,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.71998214,-100.33253326,2018-11,0
